@attribute G numeric
@attribute H numeric
@attribute HR numeric
@attribute AB numeric
@attribute BA numeric
@attribute Tier_1_Awards numeric
@attribute Tier_2_Awards numeric
@attribute Tier_3_Awards numeric
@attribute hof nominal { 0.0, 1.0 }

@data
256.0, 168.0, 17.0, 713.0, 0.23562412342216, 0.0, 0.0, 0.0, 0.0
259.0, 166.0, 20.0, 609.0, 0.272577996715928, 0.0, 0.0, 0.0, 0.0
637.0, 452.0, 78.0, 1802.0, 0.250832408435072, 0.0, 0.0, 0.0, 0.0
253.0, 183.0, 0.0, 741.0, 0.246963562753036, 0.0, 0.0, 0.0, 0.0
1390.0, 1245.0, 17.0, 4312.0, 0.288729128014842, 0.0, 0.0, 0.0, 0.0
293.0, 132.0, 1.0, 615.0, 0.214634146341463, 0.0, 0.0, 0.0, 0.0
255.0, 187.0, 37.0, 818.0, 0.228606356968215, 0.0, 0.0, 0.0, 0.0
1583.0, 1273.0, 156.0, 5131.0, 0.248099785616839, 0.0, 0.0, 0.0, 0.0
940.0, 804.0, 105.0, 3104.0, 0.259020618556701, 0.0, 0.0, 0.0, 0.0
630.0, 410.0, 16.0, 1875.0, 0.218666666666667, 0.0, 0.0, 0.0, 0.0
256.0, 172.0, 28.0, 712.0, 0.241573033707865, 0.0, 0.0, 0.0, 0.0
749.0, 484.0, 2.0, 1857.0, 0.260635433494884, 0.0, 0.0, 0.0, 0.0
174.0, 151.0, 5.0, 496.0, 0.304435483870968, 0.0, 0.0, 0.0, 0.0
1538.0, 1478.0, 100.0, 5233.0, 0.28243837187082, 0.0, 0.0, 0.0, 0.0
865.0, 379.0, 42.0, 1518.0, 0.249670619235837, 0.0, 0.0, 0.0, 0.0
704.0, 618.0, 15.0, 2538.0, 0.243498817966903, 0.0, 0.0, 0.0, 0.0
1025.0, 978.0, 23.0, 3630.0, 0.269421487603306, 0.0, 0.0, 0.0, 0.0
182.0, 87.0, 5.0, 435.0, 0.2, 0.0, 0.0, 0.0, 0.0
318.0, 220.0, 11.0, 836.0, 0.263157894736842, 0.0, 0.0, 0.0, 0.0
282.0, 196.0, 1.0, 783.0, 0.250319284802043, 0.0, 0.0, 0.0, 0.0
177.0, 85.0, 13.0, 355.0, 0.23943661971831, 0.0, 0.0, 0.0, 0.0
930.0, 855.0, 9.0, 3643.0, 0.234696678561625, 0.0, 0.0, 0.0, 0.0
1216.0, 1229.0, 85.0, 4223.0, 0.29102533743784, 0.0, 1.0, 1.0, 0.0
406.0, 287.0, 65.0, 1248.0, 0.229967948717949, 0.0, 0.0, 0.0, 0.0
2328.0, 2249.0, 79.0, 8684.0, 0.258982035928144, 0.0, 0.0, 2.0, 0.0
192.0, 151.0, 9.0, 561.0, 0.269162210338681, 0.0, 0.0, 0.0, 0.0
1982.0, 2100.0, 17.0, 7359.0, 0.285364859355891, 0.0, 0.0, 0.0, 0.0
1381.0, 1198.0, 103.0, 4318.0, 0.277443260768874, 0.0, 0.0, 0.0, 0.0
558.0, 521.0, 9.0, 1835.0, 0.283923705722071, 0.0, 0.0, 0.0, 0.0
398.0, 281.0, 9.0, 1104.0, 0.254528985507246, 0.0, 0.0, 0.0, 0.0
519.0, 248.0, 24.0, 1190.0, 0.208403361344538, 0.0, 0.0, 0.0, 0.0
1986.0, 1619.0, 241.0, 6136.0, 0.263852672750978, 0.0, 0.0, 0.0, 0.0
2189.0, 2184.0, 396.0, 8422.0, 0.259320826407029, 0.0, 2.0, 2.0, 0.0
376.0, 344.0, 31.0, 1390.0, 0.247482014388489, 0.0, 0.0, 0.0, 0.0
1853.0, 2220.0, 65.0, 7006.0, 0.316871253211533, 0.0, 0.0, 0.0, 1.0
783.0, 833.0, 7.0, 3001.0, 0.277574141952682, 0.0, 0.0, 0.0, 0.0
212.0, 109.0, 15.0, 486.0, 0.224279835390947, 0.0, 0.0, 0.0, 0.0
1704.0, 1906.0, 274.0, 6381.0, 0.298699263438333, 0.0, 1.0, 1.0, 0.0
957.0, 824.0, 110.0, 3032.0, 0.271767810026385, 0.0, 0.0, 0.0, 0.0
1058.0, 655.0, 83.0, 2629.0, 0.249144161278053, 0.0, 0.0, 0.0, 0.0
197.0, 183.0, 0.0, 786.0, 0.232824427480916, 0.0, 0.0, 0.0, 0.0
639.0, 497.0, 6.0, 2071.0, 0.239980685659102, 0.0, 0.0, 0.0, 0.0
374.0, 198.0, 5.0, 773.0, 0.25614489003881, 0.0, 0.0, 0.0, 0.0
522.0, 470.0, 4.0, 1764.0, 0.266439909297052, 0.0, 0.0, 0.0, 0.0
2028.0, 1993.0, 325.0, 7298.0, 0.273088517402028, 0.0, 0.0, 2.0, 0.0
183.0, 80.0, 4.0, 345.0, 0.231884057971014, 0.0, 0.0, 0.0, 0.0
570.0, 294.0, 35.0, 1204.0, 0.244186046511628, 0.0, 0.0, 0.0, 0.0
1215.0, 1161.0, 242.0, 4205.0, 0.276099881093936, 4.0, 0.0, 6.0, 1.0
662.0, 343.0, 64.0, 1586.0, 0.216267339218159, 0.0, 0.0, 0.0, 0.0
216.0, 147.0, 1.0, 668.0, 0.220059880239521, 0.0, 0.0, 0.0, 0.0
308.0, 249.0, 8.0, 1103.0, 0.225747960108794, 0.0, 0.0, 0.0, 0.0
200.0, 138.0, 7.0, 519.0, 0.265895953757225, 0.0, 0.0, 0.0, 0.0
473.0, 313.0, 50.0, 1227.0, 0.255093724531377, 0.0, 0.0, 0.0, 0.0
1153.0, 1123.0, 121.0, 4163.0, 0.26975738650012, 0.0, 0.0, 0.0, 0.0
1290.0, 961.0, 10.0, 4004.0, 0.24000999000999, 0.0, 0.0, 2.0, 0.0
376.0, 300.0, 6.0, 1341.0, 0.223713646532438, 0.0, 0.0, 0.0, 0.0
595.0, 554.0, 5.0, 2150.0, 0.257674418604651, 0.0, 0.0, 0.0, 0.0
578.0, 573.0, 9.0, 2353.0, 0.243518912027199, 0.0, 0.0, 0.0, 0.0
959.0, 668.0, 39.0, 2690.0, 0.248327137546468, 0.0, 0.0, 0.0, 0.0
1087.0, 993.0, 25.0, 4286.0, 0.231684554363042, 0.0, 0.0, 0.0, 0.0
1202.0, 1101.0, 47.0, 3911.0, 0.281513679365891, 0.0, 0.0, 0.0, 0.0
1547.0, 1379.0, 144.0, 5262.0, 0.262067654884075, 0.0, 0.0, 0.0, 0.0
517.0, 334.0, 43.0, 1311.0, 0.254767353165523, 0.0, 0.0, 0.0, 0.0
206.0, 181.0, 2.0, 746.0, 0.242627345844504, 0.0, 0.0, 0.0, 0.0
2410.0, 2884.0, 132.0, 9106.0, 0.316714254337799, 0.0, 0.0, 11.0, 1.0
219.0, 120.0, 15.0, 584.0, 0.205479452054795, 0.0, 0.0, 0.0, 0.0
2128.0, 2405.0, 20.0, 7822.0, 0.307466121196625, 0.0, 0.0, 5.0, 0.0
483.0, 287.0, 22.0, 1142.0, 0.251313485113835, 0.0, 0.0, 0.0, 0.0
1488.0, 1546.0, 46.0, 5569.0, 0.277608188184593, 0.0, 0.0, 0.0, 0.0
608.0, 360.0, 35.0, 1585.0, 0.227129337539432, 0.0, 0.0, 0.0, 0.0
188.0, 80.0, 3.0, 403.0, 0.198511166253102, 0.0, 0.0, 0.0, 0.0
1666.0, 1087.0, 92.0, 4772.0, 0.227787091366303, 0.0, 0.0, 0.0, 0.0
1222.0, 1357.0, 80.0, 4495.0, 0.301890989988877, 0.0, 0.0, 0.0, 0.0
1809.0, 1073.0, 7.0, 3745.0, 0.286515353805073, 0.0, 0.0, 0.0, 0.0
1796.0, 1585.0, 147.0, 5587.0, 0.283694290316807, 0.0, 0.0, 0.0, 0.0
1517.0, 877.0, 90.0, 3554.0, 0.246764209341587, 0.0, 0.0, 0.0, 0.0
671.0, 487.0, 53.0, 2088.0, 0.23323754789272, 0.0, 0.0, 0.0, 0.0
187.0, 144.0, 0.0, 608.0, 0.236842105263158, 0.0, 0.0, 0.0, 0.0
1242.0, 1230.0, 22.0, 4541.0, 0.270865448139176, 0.0, 0.0, 0.0, 0.0
444.0, 407.0, 32.0, 1382.0, 0.294500723589001, 0.0, 0.0, 0.0, 0.0
979.0, 591.0, 44.0, 2268.0, 0.260582010582011, 0.0, 0.0, 0.0, 0.0
1108.0, 776.0, 87.0, 3042.0, 0.255095332018409, 0.0, 0.0, 0.0, 0.0
335.0, 220.0, 10.0, 831.0, 0.2647412755716, 0.0, 0.0, 0.0, 0.0
1368.0, 989.0, 56.0, 4299.0, 0.230053500814143, 0.0, 0.0, 0.0, 0.0
1187.0, 1231.0, 18.0, 4915.0, 0.250457782299084, 0.0, 0.0, 0.0, 0.0
320.0, 311.0, 6.0, 1330.0, 0.233834586466165, 0.0, 0.0, 0.0, 0.0
319.0, 432.0, 0.0, 1484.0, 0.291105121293801, 0.0, 0.0, 0.0, 0.0
1277.0, 1100.0, 36.0, 4127.0, 0.266537436394475, 0.0, 0.0, 0.0, 0.0
973.0, 642.0, 15.0, 2806.0, 0.228795438346401, 0.0, 0.0, 0.0, 0.0
1779.0, 1705.0, 264.0, 6305.0, 0.270420301348136, 0.0, 0.0, 0.0, 0.0
592.0, 510.0, 6.0, 2111.0, 0.24159166271909, 0.0, 0.0, 1.0, 0.0
208.0, 87.0, 5.0, 381.0, 0.228346456692913, 0.0, 0.0, 0.0, 0.0
2591.0, 2591.0, 354.0, 9157.0, 0.282952932183029, 0.0, 1.0, 1.0, 0.0
1246.0, 1216.0, 76.0, 3998.0, 0.304152076038019, 0.0, 0.0, 0.0, 0.0
221.0, 223.0, 1.0, 780.0, 0.285897435897436, 0.0, 0.0, 0.0, 0.0
824.0, 552.0, 63.0, 2234.0, 0.247090420769919, 0.0, 0.0, 0.0, 0.0
2089.0, 2452.0, 382.0, 8225.0, 0.298115501519757, 2.0, 2.0, 6.0, 1.0
621.0, 382.0, 27.0, 1454.0, 0.262723521320495, 0.0, 0.0, 0.0, 0.0
853.0, 793.0, 1.0, 2911.0, 0.272414977670903, 0.0, 0.0, 2.0, 0.0
999.0, 675.0, 21.0, 2462.0, 0.274167343623071, 0.0, 0.0, 0.0, 0.0
1163.0, 1212.0, 21.0, 4610.0, 0.262906724511931, 0.0, 0.0, 0.0, 0.0
1603.0, 1621.0, 277.0, 5891.0, 0.275165506705143, 0.0, 0.0, 5.0, 0.0
1661.0, 1588.0, 38.0, 5816.0, 0.273039889958735, 3.0, 0.0, 6.0, 1.0
1010.0, 722.0, 96.0, 2733.0, 0.264178558360776, 0.0, 0.0, 0.0, 0.0
293.0, 94.0, 6.0, 450.0, 0.208888888888889, 0.0, 0.0, 0.0, 0.0
317.0, 216.0, 15.0, 906.0, 0.23841059602649, 0.0, 0.0, 0.0, 0.0
1310.0, 1515.0, 63.0, 4508.0, 0.336069210292813, 0.0, 0.0, 0.0, 0.0
317.0, 254.0, 4.0, 940.0, 0.270212765957447, 0.0, 0.0, 0.0, 0.0
1044.0, 1063.0, 192.0, 3725.0, 0.285369127516779, 3.0, 0.0, 2.0, 0.0
449.0, 319.0, 7.0, 1541.0, 0.207008436080467, 0.0, 0.0, 0.0, 0.0
1011.0, 1040.0, 31.0, 3782.0, 0.274986779481756, 0.0, 0.0, 1.0, 0.0
392.0, 197.0, 24.0, 861.0, 0.228803716608595, 0.0, 0.0, 0.0, 0.0
617.0, 492.0, 6.0, 2106.0, 0.233618233618234, 0.0, 0.0, 0.0, 0.0
201.0, 117.0, 2.0, 510.0, 0.229411764705882, 0.0, 0.0, 0.0, 0.0
724.0, 463.0, 66.0, 1906.0, 0.242917103882476, 0.0, 0.0, 0.0, 0.0
341.0, 293.0, 5.0, 1285.0, 0.228015564202335, 0.0, 0.0, 0.0, 0.0
302.0, 191.0, 2.0, 818.0, 0.233496332518337, 0.0, 0.0, 0.0, 0.0
363.0, 220.0, 40.0, 915.0, 0.240437158469945, 0.0, 0.0, 0.0, 0.0
2524.0, 3435.0, 97.0, 10281.0, 0.334111467756055, 0.0, 0.0, 0.0, 1.0
591.0, 866.0, 11.0, 2873.0, 0.301427079707623, 0.0, 0.0, 0.0, 0.0
685.0, 616.0, 25.0, 2329.0, 0.26449119793903, 0.0, 0.0, 0.0, 0.0
854.0, 497.0, 49.0, 1969.0, 0.252412392077197, 0.0, 0.0, 0.0, 0.0
864.0, 728.0, 28.0, 2992.0, 0.24331550802139, 0.0, 0.0, 0.0, 0.0
1421.0, 1092.0, 39.0, 4339.0, 0.251670891910578, 0.0, 0.0, 0.0, 0.0
471.0, 351.0, 49.0, 1415.0, 0.248056537102473, 0.0, 0.0, 0.0, 0.0
321.0, 233.0, 2.0, 870.0, 0.267816091954023, 0.0, 0.0, 0.0, 0.0
331.0, 158.0, 5.0, 630.0, 0.250793650793651, 0.0, 0.0, 0.0, 0.0
565.0, 276.0, 2.0, 1150.0, 0.24, 0.0, 0.0, 0.0, 0.0
799.0, 460.0, 18.0, 1719.0, 0.267597440372309, 0.0, 0.0, 0.0, 0.0
1755.0, 1841.0, 75.0, 6653.0, 0.276717270404329, 0.0, 0.0, 0.0, 0.0
871.0, 647.0, 91.0, 2615.0, 0.247418738049713, 0.0, 0.0, 0.0, 0.0
1140.0, 984.0, 43.0, 3829.0, 0.256986158265866, 0.0, 0.0, 0.0, 0.0
1617.0, 1598.0, 112.0, 5396.0, 0.296145292809489, 0.0, 0.0, 0.0, 0.0
1397.0, 1552.0, 196.0, 4862.0, 0.319210201563143, 0.0, 0.0, 0.0, 0.0
341.0, 214.0, 12.0, 795.0, 0.269182389937107, 0.0, 0.0, 0.0, 0.0
1246.0, 942.0, 134.0, 3901.0, 0.241476544475775, 0.0, 0.0, 0.0, 0.0
767.0, 806.0, 46.0, 2718.0, 0.29654157468727, 0.0, 0.0, 0.0, 0.0
1367.0, 1286.0, 306.0, 4928.0, 0.260957792207792, 0.0, 0.0, 0.0, 0.0
1140.0, 1214.0, 24.0, 4254.0, 0.285378467324871, 0.0, 0.0, 0.0, 0.0
624.0, 309.0, 9.0, 1407.0, 0.219616204690832, 0.0, 0.0, 0.0, 0.0
382.0, 176.0, 7.0, 765.0, 0.230065359477124, 0.0, 0.0, 0.0, 0.0
274.0, 341.0, 1.0, 1231.0, 0.277010560519903, 0.0, 0.0, 0.0, 0.0
2008.0, 1833.0, 224.0, 6890.0, 0.266037735849057, 0.0, 1.0, 7.0, 0.0
705.0, 711.0, 21.0, 2617.0, 0.271685135651509, 0.0, 0.0, 0.0, 0.0
2239.0, 2705.0, 37.0, 9140.0, 0.295951859956236, 0.0, 0.0, 2.0, 0.0
247.0, 178.0, 22.0, 650.0, 0.273846153846154, 0.0, 0.0, 0.0, 0.0
1403.0, 1397.0, 67.0, 5094.0, 0.274244208873184, 0.0, 0.0, 0.0, 0.0
1565.0, 1342.0, 253.0, 5291.0, 0.253638253638254, 0.0, 1.0, 0.0, 0.0
720.0, 529.0, 48.0, 2128.0, 0.24859022556391, 0.0, 0.0, 0.0, 0.0
1415.0, 1323.0, 79.0, 4879.0, 0.27116212338594, 0.0, 0.0, 0.0, 0.0
840.0, 905.0, 18.0, 3001.0, 0.30156614461846, 0.0, 0.0, 0.0, 0.0
1304.0, 1546.0, 36.0, 5069.0, 0.304991122509371, 0.0, 0.0, 0.0, 0.0
392.0, 191.0, 11.0, 840.0, 0.227380952380952, 0.0, 0.0, 0.0, 0.0
163.0, 92.0, 9.0, 411.0, 0.223844282238443, 0.0, 0.0, 0.0, 0.0
2313.0, 2326.0, 188.0, 8258.0, 0.28166626301768, 0.0, 0.0, 0.0, 0.0
646.0, 559.0, 83.0, 2224.0, 0.251348920863309, 0.0, 0.0, 0.0, 0.0
941.0, 632.0, 108.0, 2639.0, 0.239484653277757, 0.0, 0.0, 0.0, 0.0
338.0, 314.0, 1.0, 1255.0, 0.250199203187251, 0.0, 0.0, 0.0, 0.0
215.0, 120.0, 17.0, 556.0, 0.215827338129496, 0.0, 0.0, 0.0, 0.0
1245.0, 1048.0, 124.0, 3902.0, 0.268580215274218, 0.0, 0.0, 0.0, 0.0
249.0, 186.0, 20.0, 825.0, 0.225454545454545, 0.0, 0.0, 0.0, 0.0
251.0, 154.0, 10.0, 658.0, 0.234042553191489, 0.0, 0.0, 0.0, 0.0
386.0, 268.0, 24.0, 1086.0, 0.246777163904236, 0.0, 0.0, 0.0, 0.0
1632.0, 1839.0, 98.0, 6366.0, 0.288878416588124, 0.0, 3.0, 3.0, 0.0
326.0, 317.0, 9.0, 1226.0, 0.258564437194127, 0.0, 0.0, 0.0, 0.0
1015.0, 965.0, 190.0, 3719.0, 0.259478354396343, 0.0, 1.0, 0.0, 0.0
1349.0, 1563.0, 71.0, 5261.0, 0.297091807641133, 0.0, 0.0, 0.0, 0.0
332.0, 204.0, 16.0, 934.0, 0.218415417558887, 0.0, 0.0, 0.0, 0.0
1012.0, 709.0, 11.0, 3202.0, 0.221424109931293, 0.0, 0.0, 1.0, 0.0
1106.0, 1064.0, 36.0, 3269.0, 0.325481798715203, 0.0, 0.0, 0.0, 0.0
1582.0, 1197.0, 42.0, 4159.0, 0.287809569608079, 0.0, 0.0, 0.0, 0.0
169.0, 115.0, 1.0, 506.0, 0.227272727272727, 0.0, 0.0, 0.0, 0.0
299.0, 174.0, 19.0, 720.0, 0.241666666666667, 0.0, 0.0, 0.0, 0.0
727.0, 337.0, 18.0, 1397.0, 0.241231209735147, 0.0, 0.0, 0.0, 0.0
550.0, 368.0, 28.0, 1558.0, 0.23620025673941, 0.0, 0.0, 0.0, 0.0
232.0, 217.0, 12.0, 776.0, 0.279639175257732, 0.0, 0.0, 0.0, 0.0
1270.0, 1105.0, 67.0, 4268.0, 0.258903467666354, 0.0, 0.0, 0.0, 0.0
1988.0, 1782.0, 324.0, 7067.0, 0.252157917079383, 0.0, 6.0, 5.0, 0.0
246.0, 244.0, 4.0, 949.0, 0.257112750263435, 0.0, 0.0, 0.0, 0.0
2087.0, 2169.0, 83.0, 7441.0, 0.291493078887246, 0.0, 0.0, 4.0, 0.0
703.0, 503.0, 34.0, 1951.0, 0.25781650435674, 0.0, 0.0, 0.0, 0.0
356.0, 364.0, 32.0, 1424.0, 0.25561797752809, 0.0, 0.0, 0.0, 0.0
2488.0, 2711.0, 426.0, 9350.0, 0.289946524064171, 2.0, 1.0, 4.0, 1.0
362.0, 186.0, 21.0, 771.0, 0.24124513618677, 0.0, 0.0, 0.0, 0.0
1753.0, 2076.0, 300.0, 6486.0, 0.320074005550416, 4.0, 0.0, 7.0, 1.0
190.0, 122.0, 15.0, 532.0, 0.229323308270677, 0.0, 0.0, 0.0, 0.0
466.0, 313.0, 29.0, 1326.0, 0.23604826546003, 0.0, 0.0, 0.0, 0.0
2063.0, 1963.0, 195.0, 7398.0, 0.265341984320086, 0.0, 1.0, 2.0, 0.0
410.0, 241.0, 10.0, 917.0, 0.262813522355507, 0.0, 0.0, 0.0, 0.0
2469.0, 2757.0, 256.0, 9645.0, 0.285847589424572, 0.0, 0.0, 1.0, 0.0
1441.0, 1173.0, 95.0, 4528.0, 0.259054770318021, 0.0, 0.0, 0.0, 0.0
187.0, 172.0, 19.0, 607.0, 0.2833607907743, 0.0, 0.0, 0.0, 0.0
1189.0, 1227.0, 59.0, 4117.0, 0.298032547971824, 0.0, 0.0, 3.0, 0.0
751.0, 853.0, 9.0, 3073.0, 0.277578913114221, 0.0, 0.0, 0.0, 0.0
268.0, 136.0, 20.0, 662.0, 0.205438066465257, 0.0, 0.0, 0.0, 0.0
534.0, 420.0, 1.0, 1740.0, 0.241379310344828, 0.0, 0.0, 0.0, 0.0
646.0, 603.0, 11.0, 2215.0, 0.272234762979684, 0.0, 0.0, 0.0, 0.0
1058.0, 964.0, 4.0, 3847.0, 0.250584871328308, 0.0, 0.0, 0.0, 0.0
848.0, 781.0, 18.0, 3033.0, 0.257500824266403, 0.0, 0.0, 0.0, 0.0
165.0, 91.0, 0.0, 342.0, 0.266081871345029, 0.0, 0.0, 0.0, 0.0
644.0, 648.0, 3.0, 2393.0, 0.270789803593815, 0.0, 0.0, 0.0, 0.0
289.0, 141.0, 7.0, 592.0, 0.238175675675676, 0.0, 0.0, 0.0, 0.0
987.0, 1059.0, 28.0, 4063.0, 0.260644843711543, 0.0, 0.0, 0.0, 0.0
1422.0, 1160.0, 52.0, 3995.0, 0.290362953692115, 0.0, 0.0, 0.0, 0.0
240.0, 194.0, 8.0, 791.0, 0.245259165613148, 0.0, 0.0, 0.0, 0.0
722.0, 441.0, 30.0, 1993.0, 0.221274460612143, 0.0, 0.0, 0.0, 0.0
355.0, 211.0, 24.0, 814.0, 0.259213759213759, 0.0, 0.0, 0.0, 0.0
1366.0, 1041.0, 139.0, 4117.0, 0.252854019917416, 0.0, 0.0, 0.0, 0.0
325.0, 259.0, 1.0, 1200.0, 0.215833333333333, 0.0, 0.0, 0.0, 0.0
1357.0, 1229.0, 275.0, 4902.0, 0.250713994288046, 0.0, 2.0, 1.0, 0.0
446.0, 214.0, 20.0, 880.0, 0.243181818181818, 0.0, 0.0, 0.0, 0.0
460.0, 286.0, 22.0, 1113.0, 0.25696316262354, 0.0, 0.0, 0.0, 0.0
1277.0, 1219.0, 60.0, 4288.0, 0.28428171641791, 0.0, 0.0, 0.0, 0.0
356.0, 207.0, 19.0, 960.0, 0.215625, 0.0, 0.0, 0.0, 0.0
220.0, 141.0, 9.0, 628.0, 0.224522292993631, 0.0, 0.0, 0.0, 0.0
561.0, 406.0, 86.0, 1815.0, 0.223691460055096, 0.0, 0.0, 0.0, 0.0
591.0, 467.0, 10.0, 1799.0, 0.259588660366871, 0.0, 0.0, 0.0, 0.0
556.0, 357.0, 15.0, 1527.0, 0.233791748526523, 0.0, 0.0, 0.0, 0.0
279.0, 264.0, 13.0, 931.0, 0.283566058002148, 0.0, 0.0, 0.0, 0.0
249.0, 137.0, 6.0, 523.0, 0.261950286806883, 0.0, 0.0, 0.0, 0.0
1800.0, 1543.0, 271.0, 6289.0, 0.245349022102083, 0.0, 0.0, 0.0, 0.0
1704.0, 1729.0, 94.0, 6184.0, 0.279592496765847, 0.0, 0.0, 1.0, 0.0
172.0, 66.0, 8.0, 320.0, 0.20625, 0.0, 0.0, 0.0, 0.0
1105.0, 1093.0, 124.0, 3917.0, 0.279040081695175, 0.0, 1.0, 0.0, 0.0
572.0, 540.0, 2.0, 2129.0, 0.253640206669798, 0.0, 0.0, 0.0, 0.0
1435.0, 1342.0, 34.0, 4997.0, 0.268561136682009, 0.0, 1.0, 3.0, 0.0
208.0, 100.0, 3.0, 473.0, 0.211416490486258, 0.0, 0.0, 0.0, 0.0
1219.0, 972.0, 5.0, 4201.0, 0.231373482504166, 0.0, 0.0, 1.0, 0.0
922.0, 896.0, 48.0, 2910.0, 0.307903780068729, 0.0, 0.0, 0.0, 0.0
1515.0, 1206.0, 60.0, 4604.0, 0.261946133796699, 0.0, 0.0, 0.0, 0.0
1128.0, 869.0, 57.0, 3555.0, 0.244444444444444, 0.0, 0.0, 0.0, 0.0
356.0, 232.0, 31.0, 850.0, 0.272941176470588, 0.0, 0.0, 0.0, 0.0
407.0, 264.0, 8.0, 1084.0, 0.243542435424354, 0.0, 0.0, 0.0, 0.0
984.0, 544.0, 43.0, 2266.0, 0.240070609002648, 0.0, 0.0, 0.0, 0.0
425.0, 217.0, 38.0, 865.0, 0.250867052023121, 0.0, 0.0, 0.0, 0.0
595.0, 527.0, 2.0, 2177.0, 0.242076251722554, 0.0, 0.0, 0.0, 0.0
424.0, 261.0, 45.0, 1056.0, 0.247159090909091, 0.0, 0.0, 0.0, 0.0
634.0, 414.0, 25.0, 1614.0, 0.256505576208178, 0.0, 0.0, 0.0, 0.0
1506.0, 1532.0, 146.0, 5385.0, 0.284493964716806, 0.0, 1.0, 1.0, 0.0
470.0, 294.0, 16.0, 1170.0, 0.251282051282051, 0.0, 0.0, 0.0, 0.0
294.0, 371.0, 0.0, 1328.0, 0.279367469879518, 0.0, 0.0, 0.0, 0.0
215.0, 153.0, 1.0, 630.0, 0.242857142857143, 0.0, 0.0, 0.0, 0.0
470.0, 334.0, 27.0, 1307.0, 0.255547054322877, 0.0, 0.0, 0.0, 0.0
204.0, 97.0, 4.0, 380.0, 0.255263157894737, 0.0, 0.0, 0.0, 0.0
201.0, 91.0, 9.0, 462.0, 0.196969696969697, 0.0, 0.0, 0.0, 0.0
786.0, 605.0, 35.0, 2270.0, 0.266519823788546, 0.0, 0.0, 0.0, 0.0
494.0, 280.0, 25.0, 1114.0, 0.251346499102334, 0.0, 0.0, 0.0, 0.0
240.0, 85.0, 1.0, 328.0, 0.259146341463415, 0.0, 0.0, 0.0, 0.0
884.0, 877.0, 23.0, 3613.0, 0.242734569609743, 0.0, 0.0, 0.0, 0.0
903.0, 718.0, 4.0, 2767.0, 0.259486808818215, 0.0, 0.0, 0.0, 0.0
523.0, 311.0, 8.0, 1491.0, 0.208584842387659, 0.0, 0.0, 0.0, 0.0
1498.0, 1332.0, 44.0, 4716.0, 0.282442748091603, 0.0, 0.0, 0.0, 0.0
2309.0, 2466.0, 75.0, 8785.0, 0.280705748434832, 0.0, 0.0, 1.0, 1.0
383.0, 350.0, 2.0, 1246.0, 0.280898876404494, 0.0, 0.0, 0.0, 0.0
340.0, 227.0, 2.0, 1183.0, 0.191885038038884, 0.0, 0.0, 0.0, 0.0
371.0, 351.0, 9.0, 1470.0, 0.238775510204082, 0.0, 0.0, 0.0, 0.0
343.0, 270.0, 13.0, 1144.0, 0.236013986013986, 0.0, 0.0, 0.0, 0.0
1605.0, 1471.0, 167.0, 5363.0, 0.274286779787432, 1.0, 0.0, 5.0, 0.0
1437.0, 1482.0, 42.0, 5226.0, 0.283582089552239, 0.0, 0.0, 0.0, 0.0
1862.0, 2074.0, 151.0, 7158.0, 0.28974573903325, 0.0, 1.0, 1.0, 0.0
960.0, 676.0, 80.0, 2629.0, 0.257131989349563, 0.0, 0.0, 0.0, 0.0
565.0, 296.0, 25.0, 1289.0, 0.229635376260667, 0.0, 0.0, 0.0, 0.0
1149.0, 837.0, 148.0, 3494.0, 0.23955352032055, 0.0, 0.0, 0.0, 0.0
1696.0, 1515.0, 25.0, 6047.0, 0.250537456590045, 0.0, 0.0, 0.0, 0.0
247.0, 193.0, 4.0, 859.0, 0.224679860302678, 0.0, 0.0, 0.0, 0.0
1027.0, 1166.0, 119.0, 3829.0, 0.304518150953252, 0.0, 0.0, 0.0, 0.0
433.0, 251.0, 17.0, 1117.0, 0.224709042076992, 0.0, 0.0, 0.0, 0.0
1612.0, 1807.0, 44.0, 6165.0, 0.293106244931062, 0.0, 0.0, 0.0, 0.0
262.0, 109.0, 10.0, 445.0, 0.244943820224719, 0.0, 0.0, 0.0, 0.0
197.0, 215.0, 8.0, 772.0, 0.278497409326425, 0.0, 0.0, 0.0, 0.0
1438.0, 1728.0, 25.0, 5703.0, 0.302998421883219, 0.0, 0.0, 0.0, 0.0
365.0, 307.0, 41.0, 1199.0, 0.25604670558799, 0.0, 0.0, 0.0, 0.0
363.0, 110.0, 19.0, 556.0, 0.197841726618705, 0.0, 0.0, 0.0, 0.0
416.0, 356.0, 6.0, 1291.0, 0.275755228505035, 0.0, 0.0, 0.0, 0.0
1620.0, 1379.0, 255.0, 5447.0, 0.253166880851845, 0.0, 0.0, 2.0, 0.0
391.0, 259.0, 18.0, 1084.0, 0.238929889298893, 0.0, 0.0, 0.0, 0.0
876.0, 766.0, 17.0, 2869.0, 0.266991983269432, 0.0, 0.0, 0.0, 0.0
207.0, 133.0, 2.0, 538.0, 0.247211895910781, 0.0, 0.0, 0.0, 0.0
1280.0, 1246.0, 59.0, 4624.0, 0.269463667820069, 0.0, 0.0, 1.0, 0.0
604.0, 699.0, 66.0, 2291.0, 0.305106940200786, 0.0, 0.0, 0.0, 0.0
1147.0, 1205.0, 17.0, 4192.0, 0.287452290076336, 0.0, 0.0, 2.0, 0.0
